id,year,title,p_painted,painted
1120246,2022,Bury Me Twice,0.0916,0
1120409,2013,Pursuit: The Search for Bigfoot,0.045,0
1120478,2022,Burlington Paranormal,0.1746,0
1120489,2022,He Watches,0.0513,0
1120713,2019,Stalker,0.0042,0
1120727,2022,How to Survive Your First Date,0.0071,0
1121283,2021,Another Morning,0.1614,0
1121322,2009,Motor Home From Hell,0.0046,0
1121405,2022,Alone,0.0063,0
1121690,2019,HELLSWINE,0.492,0
1121697,2017,Neverending Night: The Making of Blair Witch,0.0021,0
1121753,2022,Motion Detected,0.0031,0
1121866,1997,"Videozone: The Making of ""The Creeps""",0.1452,0
1121872,1995,"Videozone: The Making of ""Castle Freak""",0.0376,0
1121886,2021,Videozone 2021: Baby Oopsie,0.0946,0
1121895,1991,"Videozone: The Making of ""Trancers II""",0.0372,0
1121976,2022,Zombies V the C.W.A.,0.4065,0
1122127,2019,Dinner for One,0.0465,0
1122138,2021,The Ritual,0.1583,0
1122144,2022,Paranoia,0.0218,0
1122242,2003,Tales from the Grave,0.0454,0
1122432,2022,Totally N Utterly,0.0543,0
1122662,2022,Zombie Debra,0.2769,0
1122867,2018,Snowblind,0.3654,0
1123289,2022,Bushwhacker Blues,0.8784,1
1123380,2022,"Come, Play!",0.0142,0
1123903,2022,The Unwanted,0.3818,0
1124618,2022,The Red Orchid,0.1488,0
1124696,2022,When You're Gone,0.153,0
1124740,2022,Canal,0.0122,0
1124777,2013,Grasshopper!,0.5242,1
1125107,2005,Romeo Contra La Muzzarella Lisergica Asesina,0.0272,0
1125365,1995,Mr. Withers' Apartment,0.0971,0
1125443,2021,Project Heat: Halloween,0.0229,0
1125609,2022,The Washington County Disappearances,0.0121,0
1125639,2022,"The Haunted Jizo of Shimo-Mizuno, Sayama City",0.0321,0
1126010,2019,Plot Front,0.0183,0
1126090,2019,The Russian Doll,0.1779,0
1126095,2016,House of Prey,0.1052,0
1126236,1983,The Red Room Riddle,0.9612,1
1126316,2015,Every 90s Commercial Ever,0.0079,0
1127050,2022,Prédation,0.0131,0
1127279,2021,Genevieve,0.1019,0
1127459,1992,Disasterpiece Theater: It's Only A Game,0.3156,0
1127466,1992,Disasterpiece Theater: Terror Dream,0.0383,0
1127474,1992,Disasterpiece Theater: Fiction or Non-Fiction?,0.5584,1
1128006,2022,The Milk's Gone Bad,0.0209,0
1128168,2015,Dark House,0.1834,0
1128181,2014,The Devil Lives Upstairs,0.2448,0
1128300,2020,The Empty Space,0.0685,0
1128653,2022,The Tin,0.024,0
1128714,2022,The Well,0.0163,0
1128756,2022,Necropolis,0.0024,0
1128842,2022,Dehşet Konağı,0.038,0
1129136,1997,House of Pancakes,0.3,0
1129183,2015,Zombie Bounty Hunter M.D.,0.7372,1
1129250,2001,Dead Flesh,0.0678,0
1129342,2019,The Telling,0.3085,0
1129446,2020,I’ve Been Hearing Strange Noises from My Attic…,0.01,0
1129567,2017,The Seeker,0.0989,0
1129987,2021,Into The Night,0.0628,0
1130097,2022,All Your Friends Are Dead,0.127,0
1130172,2022,Appalachian Trail,0.7564,1
1130508,2022,All the Flowers That Cut Through the Earth,0.0103,0
1130754,2022,And Away,0.0416,0
1130797,2013,Fear The Living,0.7755,1
1130810,2022,Nurse Meow & The Hunt For Sexy Bigfoot,0.3072,0
1131120,2022,Enter The Room,0.009,0
1131142,2022,6 Wheels From Hell!,0.4681,0
1131190,2019,DEAD RADIO,0.0048,0
1131282,2012,Dumb Dumbs,0.0406,0
1131907,2022,The Grove,0.0918,0
1131927,2016,Violent Justice,0.0609,0
1132147,1968,Dracula,0.0258,0
1132382,2022,Morse Code,0.0081,0
1132413,2022,Keep Scrolling,0.0023,0
1132631,2013,The Sixth Gun,0.1008,0
1132916,2022,The Booker,0.0331,0
1133345,2022,The Third Roommate,0.4834,0
1133667,2021,Under the Palm Tree,0.1084,0
1133969,2022,Boy Parts,0.6741,1
1134130,2021,Resurrection Under The Ocean,0.1618,0
1134241,2020,Mad House,0.1096,0
1134401,2022,Sequel: Cruel Summer - Part II,0.0763,0
1134518,2022,The Bunker,0.8246,1
1134537,2018,Suspicious Minds,0.0498,0
1134546,2021,Scream,0.0042,0
1134569,2022,Fungus,0.5338,1
1134570,2022,Street No. 4,0.1563,0
1134663,2020,Radio Head,0.0039,0
1134664,2019,Wash It Off,0.045,0
1134902,2015,Hunting,0.0673,0
1135190,2022,Pumpkin Creep,0.7057,1
1135212,1990,Demons Don't Die,0.3675,0
1135223,2022,Lyla,0.0507,0
1135900,1995,Deadly Lessons,0.116,0
1135963,2009,In the Closet,0.0132,0
1136284,2022,The Death Ox,0.1608,0
1136314,2017,Darkness Is Coming,0.0282,0
1136492,2022,Consumer,0.1355,0
1136684,2022,Naked Zombie Girl is Back,0.7748,1
1137054,2013,Bloody Halloween,0.346,0
1137076,2022,Shift,0.8241,1
1137458,2020,Gore Theatre 2,0.0506,0
1137688,2012,Cove Road,0.4584,0
1137799,2020,Cult of Nightmares,0.3333,0
1137883,2022,The Quentin Sanders Tapes,0.2199,0
1138221,2020,A Catalyst,0.0663,0
1138325,2022,Jaden and the Will of the Smiths,0.0062,0
1138682,1989,The Turn of the Screw,0.2266,0
1138685,1989,Carmilla,0.0714,0
1138687,1989,The Strange Case of Dr. Jekyll and Mr. Hyde,0.0608,0
1138689,1989,The Eyes of the Panther,0.1255,0
1138722,2021,Type Till You Bleed,0.4268,0
1138936,2011,Beneeth,0.0069,0
1139014,2022,Phony Fiend,0.0879,0
1139098,1995,Verge of Darkness,0.0057,0
1139099,1992,Moonfreak: Creature From Hell,0.5943,1
1139138,2014,Occult Holocaust,0.5333,1
1139141,2015,Sleepaway Camp 2: What Happened to Molly?,0.023,0
1139597,2022,Don’t Hide,0.0877,0
1140065,1990,Grave Robbing for Morons,0.6274,1
1140872,2017,The Night Slasher,0.074,0
1140878,2020,Socks and Robbers,0.2159,0
1140881,2019,Dark Chronicles,0.5314,1
1140892,2020,Sound of Silence,0.0169,0
1141267,2009,The Demon Within,0.5314,1
1141302,2020,Election 2020: A Horror Story,0.0406,0
1141329,2022,Mama's Watching,0.2581,0
1141416,2022,Mystery Solved,0.2266,0
1141664,2004,Human No More,0.1164,0
1141741,2022,Sunday Scaries,0.1026,0
1141754,2020,Hunting A Pigman: Part One,0.252,0
1141758,2022,The Curse Of The Fatwolf,0.0972,0
1142186,2001,Mohanayanangal,0.0919,0
1142205,2001,Son of Psycho Meets a Gorilla,0.1379,0
1142221,2020,Ee Rathri Ki Evaru,0.0407,0
1142226,2020,Conspiracy World,0.1743,0
1142238,2013,Night Out,0.5352,1
1142255,2011,Stairs,0.1803,0
1142288,2020,The legend of Agatha Rose,0.1852,0
1142293,2019,A Christmas Miracle,0.2727,0
1142301,2020,Nightshade Labs,0.195,0
1142308,2019,Clay,0.0224,0
1142325,2020,Shadow,0.0083,0
1142337,2016,The Bachelor's Skull,0.0356,0
1142358,2017,Where.uvi,0.0138,0
1142360,2013,Haunting of the White Sparrow,0.3348,0
1142365,2019,Mommy,0.3298,0
1142369,2016,Love Bitten,0.6364,1
1142380,2016,Jefferson,0.0615,0
1142384,2016,Tethers,0.1799,0
1142390,2014,Shattered Memories,0.0161,0
1142400,2009,Resident Horror,0.8643,1
1142429,2010,Conclusion,0.0305,0
1142663,2021,Netmare,0.7755,1
1142694,2006,Silent Horror,0.1162,0
1142702,2022,Beyond the Veil in Bodmin Jail,0.419,0
1142794,2020,The Mad Shagger,0.0228,0
1143000,2022,Untitled Slasher,0.8988,1
1143215,2022,"Yes, Mother",0.0243,0
1143330,1999,Letters,0.0032,0
1143399,2022,Alienated,0.3226,0
1143801,2022,Quakeasaurus,0.8506,1
1144063,2018,Abandoned,0.1246,0
1144122,2017,Extinction,0.0274,0
1144180,1998,Bloody Bluefield,0.1919,0
1144279,2018,Crypts,0.1494,0
1144340,2020,Dollface: The Terror on Route Nine,0.4418,0
1144423,2017,Bucket,0.8945,1
1144468,2009,My Demon,0.1339,0
1144519,1998,Dream Stalker,0.064,0
1144527,2014,The Drift,0.7542,1
1144528,2021,Discharged,0.1395,0
1144530,2016,Hide & Seek,0.0809,0
1144534,2020,Something's Missing,0.0397,0
1144572,2016,Bury the Hatchet,0.0053,0
1144780,2019,Vanishing Point,0.0488,0
1144835,2022,Room Tone,0.6299,1
1144957,2022,The Neverending Thought,0.0207,0
1145197,2003,Farmer Joe,0.23,0
1145327,2019,SCP: Dollhouse,0.0132,0
1145501,1987,A Gift for Toby,0.0914,0
1145542,2020,Next Door,0.0396,0
1145649,2004,The Man in the Black Suit,0.024,0
1145846,1971,"Water, Water, Everywhere ...",0.0029,0
1145866,2022,The End,0.2463,0
1146433,2021,Human No More: The Feature,0.0393,0
1146997,2020,Unidentified,0.0205,0
1147024,2022,Aruka,0.379,0
1147276,2014,Twisted Minds,0.2153,0
1147348,1976,Boredom,0.0034,0
1147512,1993,Maxx Bloodd: Vampire Spy,0.058,0
1147560,2022,Fodder,0.0344,0
1147590,2020,Ouija Experiment,0.0053,0
1147875,1973,Lonely Water,0.2536,0
1147960,2020,Epilogue,0.0182,0
1148126,2015,Brentwood Strangler,0.1656,0
1148188,2022,The Holy Path,0.0764,0
1148573,2018,El Lechero,0.1058,0
1148756,2021,Sharpener,0.1878,0
1148770,2021,The Little Garden Gnome,0.176,0
1148848,1994,Saturday Date,0.055,0
1148981,2021,Crumbs,0.3632,0
1149276,2022,The Strange Case of Dr. Jekyll & Mr. Hyde,0.0608,0
1149695,1988,Dodenspel,0.1043,0
1149701,2005,Young Faustus,0.0128,0
1149943,2019,If I Was Your Girl Again,0.3034,0
1150081,2020,Rideshare,0.0048,0
1150266,2019,The Blue Whale,0.2922,0
1150497,2006,Shock-X-Treme Vol 2: Death.com,0.5015,1
1150504,2009,They want my eyes,0.1186,0
1150832,1992,Bloodfeast!: The Adventures of Sgt. Lunch,0.7079,1
1150917,2019,It's Hell Getting Old,0.2565,0
1150929,2022,Drained,0.0557,0
1151020,2021,Mute,0.0191,0
1151080,2011,Blood Night,0.2253,0
1151112,2020,The Basement,0.0228,0
1151326,2020,Celluloid Slaughter Video Magazine Vol. 1,0.4762,0
1151329,2013,Horror Movie Workout,0.1355,0
1151505,2001,Bodyjackers,0.004,0
1151692,2021,Mondo Shock 2,0.1574,0
1151695,2021,Mondo Shock 3,0.144,0
1151700,2020,VHS Violence II: VHS and KILL,0.3512,0
1151709,2016,Tales for the Campfire,0.5434,1
1151713,2009,The Horror House Cult Murders,0.2154,0
1151716,2009,Dead Ending,0.901,1
1151746,2019,Sacrifice Me,0.033,0
1151750,2022,Escape From Suffering,0.0949,0
1151754,2022,Curse of the Black Cat,0.0009,0
1151757,2022,Pizza Ghoul,0.0416,0
1151820,2014,Deep Dwellers,0.3661,0
1151947,2020,Othering,0.5221,1
1152303,1999,Ravenwing & Cybercop vs Spellbynder,0.0159,0
1152341,2007,Video Tape A #1,0.0041,0
1152466,2010,At Least He Didn't Eat the Bodies.,0.2295,0
1152470,1999,Mark of the Beast,0.5292,1
1152639,2021,Watch Them Die Slowly,0.2654,0
1152657,2022,Ribcage,0.6864,1
1152735,2016,Don’t Go into the Lake,0.0451,0
1152737,2014,Hag,0.5531,1
1152886,2014,Hitori Kakurenbo: Hide-and-Seek,0.1209,0
1153539,2022,The Powers That Be,0.0164,0
1153628,1991,Das Buch Der Blutigen Geschichten,0.189,0
1153861,2022,EVERYTHING WILL KILL YOU - SNAP,0.1894,0
1153882,2022,The Tunnel,0.154,0
1153905,2013,With Truelove Showers,0.0401,0
1154187,1995,Attack of the Undead,0.0042,0
1154276,2020,Asvins,0.0328,0
1154456,2020,Natzee Zombie Carnage,0.0351,0
1154618,2022,The Haunted Movie Collection,0.3903,0
1154831,2022,*666,0.0535,0
1154994,2014,Dark Satanic Magick,0.4091,0
1154996,2015,Fixation: When Art Goes Too Far,0.2423,0
1155261,2006,Severed Lives,0.0277,0
1155547,2021,Oh! The Horror!,0.8997,1
1155643,2017,Tiyanak,0.0079,0
1155814,2021,Worm,0.1464,0
1155858,2018,Cutthroat,0.3731,0
1156002,2022,So bad,0.2409,0
1156182,2020,The House of Nod Halloween Special,0.0222,0
1156361,2022,Box on the Hill,0.0985,0
1156362,2018,Trailersploitation,0.5714,1
1156532,2000,Smoking Drill,0.1293,0
1156538,1986,Killer Zombies,0.4978,0
1156546,2014,A Party For Me,0.0027,0
1156591,2014,Cut-Out,0.0469,0
1156721,2018,Curse,0.1542,0
1156820,1990,Meat's Meat... And Man's Gotta Eat,0.9705,1
1156834,1991,The Smell of Death,0.9705,1
1156893,2017,The Possessed,0.0066,0
1156991,2011,Midnight Abyss,0.1604,0
1157237,2008,Social Murders,0.0078,0
1157482,2008,The Ghouligans! Super Show!,0.1247,0
1157933,2013,Better Off Inside,0.4743,0
1157983,2022,A Banded Perturbation,0.1434,0
1157988,2021,I Heard It,0.1132,0
1158031,2020,Midnight,0.0588,0
1158052,2020,Fright,0.7437,1
1158179,2015,Cold Shoulder,0.1824,0
1158226,1969,Journey to the Unknown,0.3,0
1158271,2022,Terror/Forming,0.379,0
1158326,2022,Poor Herman,0.0782,0
1158427,2005,Temptation,0.1993,0
1158505,2019,The Ancestry,0.1181,0
1158513,2018,Starve,0.0655,0
1158776,2003,Baby's Breath,0.0181,0
1159437,2017,It's Coming,0.0927,0
1159456,2016,The Hauntening,0.0834,0
1160063,2010,Phantom Theater,0.1987,0
1160065,2022,Visit to the Grave,0.1574,0
1160134,1953,Strange Stories,0.5106,1
1160137,1969,Maze,0.1856,0
1160572,2021,A Blinking Existence,0.0082,0
1160858,2012,The Horror Portfolio,0.5682,1
1161145,2002,12 Inches of Dangling Fury,0.0199,0
1161226,2017,There Is No Door,0.0229,0
1161343,2022,Up on the Housetop,0.319,0
1161543,2022,Closure Corps,0.128,0
1161687,2017,Stranger,0.0198,0
1161738,2020,Cure,0.089,0
1162176,2021,Homestay,0.0085,0
1162682,2001,Fear,0.0595,0
1162685,2022,Storage Locker,0.0471,0
1162841,2017,The Invitation,0.1233,0
1163216,2021,Doll Eyes,0.3163,0
1163237,2014,The Estate Agent,0.0048,0
1163338,2021,Foresight,0.0165,0
1163339,2022,PANIC,0.0768,0
1163775,2006,The House On Bonejack Hill,0.7029,1
1163930,2021,Elevator Express,0.1094,0
1163931,2007,Tesla's Suicide,0.0138,0
1163964,2022,Unfazed,0.0042,0
1164176,1991,Monster Mania,0.439,0
1164387,2017,For a Moment,0.0628,0
1164563,2017,Return of the Redneck Zombies,0.7656,1
1165456,1997,Bone Chillers: Art Intimidates Life,0.9523,1
1165867,2014,Turquoise Boy,0.4175,0
1165947,2021,¿Dónde estoy?,0.0158,0
1166156,2015,Status Change,0.2974,0
1166420,2022,Turtle Soup,0.0823,0
1166523,2019,One Time In The Woods,0.5711,1
1166528,2021,Hillbilly Frankenstein from Hell,0.3971,0
1166592,2020,Neethraa,0.0149,0
1166666,2022,Immolation,0.2,0
1166723,2022,The Island,0.0418,0
1166725,2022,The Seance,0.0285,0
1167300,2021,Benda Keramat,0.0221,0
1167553,1983,Frankenstein (I Swear on My Mother's Eyes) The True Story,0.5651,1
1167764,2004,Sympathy,0.0394,0
1168089,2006,Wolfika,0.1688,0
1168257,2014,Cooperate,0.4423,0
1168742,2022,Science of a Seance,0.0053,0
1168744,2022,Mindful Meditation,0.0357,0
1168989,2021,A Patch Of Desert,0.176,0
1169406,2021,The Fumigation Before Christmas,0.7971,1
1169439,2010,"Strange Encounters: Vampires, UFOs and Hauntings",0.2685,0
1169681,2001,The Barghest,0.5077,1
1170043,2016,Stay Awake,0.0944,0
1170057,2013,Maniac: The Making of Documentary,0.0444,0
1170128,2011,The Monkey’s Paw,0.2235,0
1170380,2021,"Murder Room, Inc",0.1275,0
1170458,2020,Scene of the Crime,0.0022,0
1170879,2011,Little Munchkin,0.0632,0
1170910,2019,There Are No Moms in Hell,0.1311,0
1170919,1999,Pizza Express,0.0333,0
1170928,2020,Terrible Idea,0.2369,0
1171230,2011,Mediatrix,0.5819,1
1171233,2018,TriTonia,0.8873,1
1171605,2019,Sonny Days,0.9019,1
1171870,2019,Housekreeping,0.0025,0
1171889,2021,The Wandering Soul,0.0169,0
1171895,2021,Dead Fish,0.0201,0
1172107,2020,Blood Orange,0.2803,0
1172388,2014,L4ST,0.099,0
1172440,2013,Killrats,0.2027,0
1172466,2022,Horror Anthology Volume 1,0.3981,0
1172468,2021,Hellbox,0.0601,0
1172491,1992,Skinny Puppy: Last Rights Backing Film,0.1561,0
1172493,1990,Skinny Puppy: Too Dark Park Backing Film,0.9229,1
1172602,2009,Perfect Mate,0.0312,0
1172652,2011,Death Rattle LSD,0.3311,0
1172678,2022,Cannot Play Title,0.0417,0
1172731,2022,ONE NIGHT EVERYWHERE,0.0255,0
1172809,2016,The Dog Barks,0.8673,1
1172918,2021,Children of Darkwood House,0.6451,1
1173070,2007,Urban Decay,0.0725,0
1173124,2020,Pill Head Ed,0.074,0
1173275,2019,The Lost Goddess,0.5418,1
1173316,2021,The Silver Scream 2: Welcome to Horrorwood,0.0404,0
1173368,2012,Fear View,0.0161,0
1173371,2010,The Baby Watcher,0.296,0
1174161,2004,The Infiltrators,0.1712,0
1174278,2017,Marrtown,0.0264,0
1175503,2022,Bump In The Night,0.0603,0
1175601,2022,Witch of the Woods,0.6202,1
1175699,2011,Booty Lick Witch,0.4227,0
1176014,2017,The Fridge,0.0246,0
1176313,2018,Roomies,0.0028,0
1176360,2021,The Dinner,0.3952,0
1176393,2004,I Know What You Did Last Winter,0.049,0
1176464,2007,The Flesh Keeper,0.233,0
1176582,2020,Friday Night Shift,0.2977,0
1177018,1999,Vampire,0.0942,0
1177275,2021,Black Secret,0.0344,0
1177512,2018,Squatters,0.0049,0
1178729,2022,"Chicken, Its what’s for Dinner",0.0281,0
1178769,1999,Face,0.0143,0
1178905,1997,The Black Hole,0.0295,0
1179110,2007,Brackish,0.1296,0
1179119,2008,The Abandoned,0.2336,0
1179170,2021,Death Park: The Beginning,0.0031,0
1179922,2020,Plantlife,0.0166,0
1180058,2004,Firebrand: Dead or Alive,0.0786,0
1180483,2008,Slumber Party Slaughterhouse,0.1467,0
1180496,1998,Reaper Madness,0.1083,0
1180626,2021,Book,0.569,1
1180762,1966,The Claw Monsters,0.9778,1
1181181,2021,Bugbear,0.0688,0
1181295,2016,They Can't Hear You,0.0389,0
1181555,2011,Among the Fallen,0.0583,0
1181746,2015,515,0.0057,0
1182051,2014,The Novelty,0.3185,0
1182064,2015,The Lantern,0.065,0
1182074,2016,The Roman,0.1277,0
1182081,2017,The Should-Not-Be,0.0274,0
1182087,2016,The Ex-Pat,0.1334,0
1182097,2018,The Devil Doll,0.2599,0
1182169,1985,Smoker of the Future,0.0364,0
1182175,1985,Baby,0.0522,0
1182214,2017,Lion,0.9335,1
1182293,2007,Rock Zombie,0.0941,0
1182454,2021,The Bloodville Massacre,0.0676,0
1182478,2022,Fish Out of Water,0.0284,0
1182528,2022,Bile,0.007,0
1182646,2002,Dracula the Impaler,0.0667,0
1182750,2020,Give Me Something Good To Eat,0.0044,0
1182752,2020,Answer Me,0.0339,0
1182919,2022,Ball-Pit. Wednesday. Lemonade.,0.0097,0
1183069,2020,Bound By Blood,0.137,0
1183096,2010,Elvira’s Movie Macabre: Night Of The Living Dead,0.0886,0
1183199,2014,The Wolves of Savin Hill,0.0356,0
1183212,2005,Hacking Away at Saw,0.81,1
1183405,1974,The Rare Blue Apes of Cannibal Isle,0.9269,1
1183645,2022,Birth,0.056,0
1184067,2022,Taumanu,0.3119,0
1184230,2022,Maniac,0.0084,0
1184300,1993,Frankenstein Reborn,0.1677,0
1184506,2022,Cattywampus,0.065,0
1184670,2018,Origin,0.0296,0
1185010,2022,Through The Trees,0.9494,1
1185020,2017,Start Again,0.0697,0
1185076,2014,The Curse of Highway Sheila,0.1516,0
1185192,1966,Red Midnight,0.1692,0
1185377,2020,PCME,0.0148,0
1185602,2004,"Sex, Love and Black Magic",0.109,0
1186141,2022,The “Damsel”,0.7616,1
1186332,2019,Confessions of a Teenage Satanist,0.0162,0
1186349,2021,Milk,0.0068,0
1186352,2022,Citizen Twain Chapter 1: No Country For Bald Men,0.9187,1
1186354,2021,The Little Boys Room,0.1117,0
1186356,2020,The Muppet Video,0.0409,0
1186362,2019,The Man Who Would Be Michael,0.0116,0
1186615,2021,Nevermore,0.0214,0
1186673,2022,A Tiger in the Subway,0.9872,1
1186883,2021,Sudoku,0.575,1
1186897,2020,Downturned Umbrellas,0.0182,0
1186909,2021,Permanent Halloween,0.9497,1
1186941,2003,Invaders from Venus!,0.5155,1
1187044,2022,Haunted Hollow,0.2981,0
1187097,2021,Grindsploitation 9: Revenge of the Schlock,0.8826,1
1187100,2022,Into the Park,0.0018,0
1187295,2022,Brain-Shaker,0.9425,1
1187464,1992,Temptation of the Spiritual World,0.0512,0
1187548,2021,Breathing Hole,0.0182,0
1187937,2016,Halloween Top 20,0.044,0
1188083,2015,A Professional Relationship,0.0776,0
1188097,2015,Upon Reflection,0.0072,0
1188626,2005,Operation Storm Cloud,0.0008,0
1188767,2020,Open House,0.4315,0
1188807,1983,Nightmare Club,0.3952,0
1188920,2014,Chomp,0.0647,0
1188973,2022,Hungry,0.0295,0
1189016,2022,A Haunting on Adams Street: The Haunted Saginaw Museum,0.6365,1
1189157,2012,E.V.P.,0.1068,0
1189160,2015,Heidi Slater,0.1536,0
1189259,2016,Four,0.0157,0
1189390,1993,Strange Harvests 1993,0.0101,0
1189524,2018,Kobold,0.0382,0
1189670,2017,Cry Wolf,0.6411,1
1189888,2021,FARN PORM,0.0058,0
1190057,2020,Uncommon Bond,0.0136,0
1190406,2017,The Pumpkin Man 3,0.1839,0
1190772,2022,There's Someone In My House,0.023,0
1190823,2022,In the Meantime,0.0502,0
1191937,2022,GONE,0.112,0
1192022,2021,Tick,0.3625,0
1192146,1989,Toga Party Massacre,0.7074,1
1192222,2013,Rappaccini's Daughter,0.0697,0
1192496,2016,Countdown,0.5248,1
1192736,2022,Druh,0.0035,0
1192922,2022,Raaz Darr Ka,0.2555,0
1193186,2022,Midnight Talk,0.0943,0
1193262,2021,Revenge of the Muffin Man,0.581,1
1193585,2018,Herätä,0.027,0
1193816,2016,Hangman,0.053,0
1193893,2008,Blood Shed,0.798,1
1193965,2019,The Purgamentum,0.0166,0
1193985,2020,Obstacle Corpse,0.0184,0
1194363,2022,Haunted House: Trick-VR-Treat,0.7913,1
1194515,2020,Onryo,0.0401,0
1195243,2017,Sunny Family Cult,0.0116,0
1195248,2020,So Extremely Itchy,0.1497,0
1195277,2018,Limbo,0.6425,1
1195335,2009,Queerantine!,0.23,0
1195363,2018,Margot's Period,0.0307,0
1195625,2017,The Chair,0.1914,0
1195715,2010,Psychoville Halloween Special,0.0681,0
1196070,2022,Hellmouth,0.0094,0
1196144,2012,The Lighthouse Keepers,0.0383,0
1196145,2013,In the Darkroom,0.0244,0
1196156,2022,Pruitt & Igoe,0.044,0
1196315,2018,SNH-2587,0.1615,0
1196430,2012,Sinner's Saint,0.0439,0
1196540,2022,Susie Q Where Are You!,0.8529,1
1196997,2022,Player Piano,0.0178,0
1197007,2022,The Taxidermist,0.6455,1
1197078,1987,Halloween Party,0.0284,0
1197672,2005,Deck the Halls,0.2695,0
1197884,1977,The Mannikin,0.4537,0
1197991,2019,Hottieween,0.8708,1
1198089,2018,Flat,0.117,0
1198096,2022,Mamu,0.0626,0
1198165,2019,The Knot,0.134,0
1198343,2022,Heleno,0.0953,0
1198355,2021,Charlotte's Net,0.8917,1
1198475,2013,Half Dead,0.0675,0
1198554,2021,Amy's House of Art,0.1295,0
1198599,2020,Attack of the Living Toys: The Motion Picture,0.0151,0
1199064,2022,The Understudy,0.0609,0
1199289,2007,A Gentle Art,0.0169,0
1199496,1996,Bone Chillers: Frankenturkey,0.9459,1
1199533,2018,The Cabin He Calls Home,0.0315,0
1199610,2022,In My Bones,0.124,0
1199836,2009,Golden Times,0.0353,0
1199996,2022,The Children Under the House,0.6261,1
1200167,2022,Abandoned Explored,0.0075,0
1200340,2022,Scream Like a Bitch,0.2133,0
1200414,2021,The Puppet in the Pie,0.5526,1
1200488,2014,Black Mask,0.0095,0
1200903,2002,Tales That'll Tear Your Heart Out,0.049,0
1200940,2012,REW,0.0315,0
1200942,2013,The Window,0.0507,0
1201165,2022,No Such Thing,0.3741,0
1201202,2016,M is for Matador,0.6381,1
1201628,2022,Hands of Destiny,0.0285,0
1201757,2008,In Sickness and in Health,0.0113,0
1201775,2019,Butchered,0.0124,0
1201788,2021,Streets of the Dead,0.107,0
1201840,2009,Soul Fire Rising,0.0816,0
1202038,2021,The Last Temptation of Aelred,0.0659,0
1202135,2022,The Sense,0.0097,0
1202267,2005,Ghoulish Chronicles From Bonejack High,0.0519,0
1202412,2009,Phantasie,0.0228,0
1202417,2019,Saigone,0.0786,0
1202553,2016,Dusty,0.458,0
1202554,2020,Dusty II: Rusty's Revenge,0.9916,1
1203068,2015,Maysville,0.0084,0
1203249,2017,Upstairs,0.0143,0
1203354,2005,The Dinner Party,0.0895,0
1203364,2010,Nightmare Station,0.0969,0
1203792,2014,Video Party Massacre,0.1463,0
1204357,2022,Legend of Paul Pry,0.029,0
1204431,2022,The Chair,0.1234,0
1204598,2017,Meter Things,0.4245,0
1204648,2022,The Cranberry Hour,0.5345,1
1205108,2015,The Downfall of Mr. Difford,0.3858,0
1205119,1995,Ghostwriter: Attack of the Slime Monster,0.2374,0
1205407,2021,Abigail,0.0021,0
1205414,2020,You Shouldn't Have,0.0924,0
1205804,2019,They're Coming,0.0155,0
1205825,1995,Pigilin Natin ang Dilim,0.0055,0
1205906,2015,Seasons Greetings,0.0119,0
1206152,2007,Aunt Tigress,0.0035,0
1206349,2022,The Eyes,0.1028,0
1206388,2022,Wisborg,0.1709,0
1206952,2022,Shocktail Hour: Werewolves! Zombies! ...and Blobs!,0.1383,0
1206990,2005,Skinny Puppy: Too Dark Park Archival Footage,0.1128,0
1206993,2005,Skinny Puppy: Last Rights Archival Footage,0.0237,0
1208201,2022,Stage Fright,0.1918,0
1208394,1989,Milwaukee Murders,0.0126,0
1208430,2016,"IN DREAMS, IM MINE",0.0356,0
1208471,2021,Adéla,0.0559,0
1208477,2019,Bells,0.0098,0
1208833,2017,The Wine,0.0848,0
1208836,2003,The Snow Drifter,0.6452,1
1209189,2015,Hellbound: Adirondack Apocalypse,0.0096,0
1209324,2003,Caress of the Vampire 2.5: The Return of Billy the Vampire,0.5328,1
1209505,2009,Cherry,0.0145,0
1209583,2019,Patina,0.0144,0
1209695,2009,No Through Road,0.0033,0
1210022,2021,A Doctor and A Snake,0.1012,0
1210036,2022,Cotty Lollies,0.3008,0
1210307,1995,The Agreement,0.0575,0
1210312,2000,Doublecross,0.01,0
1210313,2000,The Bank Heist,0.0352,0
1210361,2009,The Ghost of North Carolina,0.0421,0
1210673,2022,The Library of Terror,0.2975,0
1210912,2022,Invited,0.0311,0
1211221,2021,Mama Retreat,0.0095,0
1211257,2013,Helpless,0.1632,0
1211290,2018,Finding GrassMan,0.5519,1
1211862,2022,Fleas 2: Home Remedies,0.0161,0
1211899,2012,Ghost Runner,0.0797,0
1212156,2011,Forest Falls,0.0556,0
1212366,2003,Clay Fields,0.0205,0
1212612,2017,Blue Drank [A Tale of Self-Destruction],0.0256,0
1212622,2018,Vamp Till Cue,0.1133,0
1213042,1984,Manananggal,0.1699,0
1213178,2018,L.A. NAUSÉE,0.0488,0
1213415,1999,Guts on the Ceiling,0.2574,0
1213685,2004,Murder Below the Line,0.0066,0
1213718,2002,Revenge of the Necktie Strangler,0.0307,0
1213733,2011,Slaughter Massacre,0.21,0
1213946,2008,Nightstalker,0.3194,0
1214117,2011,The Campsite Killers,0.0546,0
